type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/OBJECTID,properties/ID,properties/INDEX_PARC,properties/NOM,properties/ARROND,properties/TYPE
Feature,Point,-73.5570876699,45.4554305752,2609,073-0063-76-S1,2891-000,Soccer sous-terrain à 7,Verdun,Sportif
Feature,Point,-73.704978968,45.5067214303,2610,007-0003,2812-000,Aire de lancer athlétisme,Saint-Laurent,Sportif
Feature,Point,-73.5898132723,45.4712445657,2611,004-0312,0276-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.4943010455,45.6489966124,2612,042-0112,0718-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.6769808482,45.5136270114,2613,050-0009,2799-000,Pataugeoire,Saint-Laurent,Récréatif
Feature,Point,-73.6114813772,45.4199340241,2614,016-0107,2469-000,Balle,LaSalle,Sportif
Feature,Point,-73.5681854739,45.4646963364,2615,003-0309,2929-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
Feature,Point,-73.680875107,45.5078618723,2616,081-0007,2802-000,Tennis,Saint-Laurent,Sportif
Feature,Point,-73.6328358011,45.422190735,2617,004-0297,2481-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.8626874067,45.5159226398,2618,081-0050, ,Tennis,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.5372350309,45.4735958807,2619,020-0015,2944-000,Belvédère,Verdun,Loisirs et détente
Feature,Point,-73.6222357293,45.5992266136,2620,016-0129,2551-000,Balle,Montréal-Nord,Sportif
Feature,Point,-73.6357976382,45.5691962669,2621,018-0041,0950-001,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.4983527805,45.6398228668,2622,021-0040,0679-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.6222971902,45.4338398747,2623,042-0099,2466-000,Jeux d'eau,LaSalle,Récréatif
Feature,Point,-73.7015592453,45.4431000406,2624,075-0012,2391-000,Soccer à 4-5,Lachine,Sportif
Feature,Point,-73.6323609452,45.4670101049,2625,003-0268,0159-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.5352209446,45.5818841806,2626,076-0132,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.7932191976,45.50367794,2627,003-0205,2715-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.5901706235,45.5917485985,2628,003-0498,2852-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
Feature,Point,-73.612113973,45.5547630475,2629,032-0009,0199-000,Fer / Galet,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.6104763624,45.5316792911,2630,004-0127,0590-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
Feature,Point,-73.6936412009,45.5090624394,2631,001-0003,2820-000,Arbri soleil,Saint-Laurent,Plein air
Feature,Point,-73.5526118695,45.5214009248,2632,095-0101,0184-000,Pétanque,Ville-Marie,Loisirs et détente
Feature,Point,-73.5719597347,45.5861001856,2633,004-0445,2854-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
Feature,Point,-73.6128070595,45.5435444754,2634,052-0053,0402-000,Patinoire avec bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.6516702105,45.5477791681,2635,066-0001,0411-000,Rugby / Soccer à 11,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.5864470006,45.4709204244,2636,003-0362,0282-001,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.6788827831,45.4437062415,2637,011-0002,2430-002,Aire de tir à l'arc,Lachine,Sportif
Feature,Point,-73.6127713915,45.5551964799,2638,073-0034,0199-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.5199996537,45.6939144515,2639,074-0024, ,Soccer / Football,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.6340336352,45.4690063871,2640,076-0073, ,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.8533124447,45.4815980721,2641,076-0052,2674-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.605553328,45.6357444854,2642,004-0357,0966-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.5635002216,45.4545468593,2643,043-0003,2914-000,Marina,Verdun,Plein air
Feature,Point,-73.6842923244,45.4329203469,2644,064-0019, ,Rampe de mise à l'eau / descente de bateaux,Lachine,Plein air
Feature,Point,-73.6578910185,45.5489314206,2645,095-0014,0412-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
Feature,Point,-73.5519706507,45.5421216804,2646,004-0421,0186-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.5952873692,45.4345851482,2647,045-0003,2460-000,Multisport,LaSalle,Sportif
Feature,Point,-73.6220157105,45.6152491897,2648,018-0117,2564-000,Basketball,Montréal-Nord,Récréatif
Feature,Point,-73.7061353006,45.508536996,2649,016-0008,2812-000,Balle,Saint-Laurent,Sportif
Feature,Point,-73.5374591523,45.5836967321,2650,021-0048,0101-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.6379978893,45.5488597417,2651,095-0019,0414-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
Feature,Point,-73.5591349361,45.4690376408,2652,013-0028,2893-000,Aire d'exercice canin,Verdun,Loisirs et détente
Feature,Point,-73.8129437871,45.5030747783,2653,005-0019,2707-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.6044738828,45.4570864261,2654,055-0053,0345-000,Piscine extérieure,Le Sud-Ouest,Récréatif
Feature,Point,-73.6151792694,45.4729777898,2655,016-0094,0170-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.6084877041,45.4688702373,2656,053-0049,0166-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.6890693767,45.4435668509,2657,003-0110,2418-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
Feature,Point,-73.6327471572,45.5021138059,2658,095-0047,0146-000,Pétanque,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
Feature,Point,-73.5340495484,45.5605555215,2659,016-0147,0091-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.6104488963,45.5842344201,2660,021-0053,2851-000,Bocce,Saint-Léonard,Loisirs et détente
Feature,Point,-73.5814424969,45.4764952616,2661,013-0037,0279-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
Feature,Point,-73.5809978606,45.4895893622,2662,003-0190,0565-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.5841175142,45.4754604504,2663,081-0072,0398-000,Tennis,Le Sud-Ouest,Sportif
Feature,Point,-73.5802451913,45.4546797522,2664,042-0073,2896-000,Jeux d'eau,Verdun,Récréatif
Feature,Point,-73.8135764866,45.5150311581,2665,021-0024,2705-000,Bocce,Pierrefonds-Roxboro,Loisirs et détente
Feature,Point,-73.5557463754,45.5350960826,2666,003-0192,0252-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.5941196539,45.5278714928,2667,003-0049,0233-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
Feature,Point,-73.7038418886,45.501321966,2668,018-0002,2795-000,Basketball,Saint-Laurent,Récréatif
Feature,Point,-73.5678247906,45.4504270879,2669,003-0295,2894-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
Feature,Point,-73.6357027815,45.5683253911,2670,073-0029,0950-001,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.6225294884,45.627237915,2671,009-0046, ,Aire de pique-nique,Montréal-Nord,Plein air
Feature,Point,-73.6435430448,45.495018659,2672,045-0002,0151-000,Multisport,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.6296089508,45.6055769787,2673,081-0084,2562-000,Tennis,Montréal-Nord,Sportif
Feature,Point,-73.6871129238,45.5375634033,2674,018-0024,0010-000,Basketball,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.5307005286,45.5505768446,2675,073-0093,0076-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.6730588034,45.4385284599,2676,010-0006,2398-000,Aire de planche à roulette,Lachine,Récréatif
Feature,Point,-73.8693267652,45.4978764083,2677,076-0059,2366-000,Soccer à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.9059704461,45.4589535721,2678,020-0008,2723-000,Belvédère,Pierrefonds-Roxboro,Loisirs et détente
Feature,Point,-73.5104747304,45.5952142685,2679,003-0455,0119-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.5403412213,45.576482965,2680,016-0136,0097-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.5523109232,45.603056373,2681,003-0493,2013-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
Feature,Point,-73.6225534727,45.5989550084,2682,055-0060,2551-000,Piscine extérieure,Montréal-Nord,Récréatif
Feature,Point,-73.7303973377,45.528942935,2683,016-0026,1801-002,Balle,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.6713889273,45.5461709762,2684,003-0089,0014-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.5978680264,45.5962301373,2685,089-0062,2853-000,Volleyball de plage,Saint-Léonard,Récréatif
Feature,Point,-73.5599868497,45.4845094364,2686,021-0034,0363-000,Bocce,Le Sud-Ouest,Loisirs et détente
Feature,Point,-73.7686255331,45.4999967242,2687,069-0001,9543-000,Sentier de raquette,Saint-Laurent,Plein air
Feature,Point,-73.6815892374,45.4470114547,2688,018-0031,2394-000,Basketball,Lachine,Récréatif
Feature,Point,-73.5329153719,45.559866537,2689,003-0472,0091-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.6416174026,45.5754567291,2690,076-0014,0025-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.6345934263,45.4375478544,2691,004-0294,2459-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
Feature,Point,-73.8267268228,45.5075594154,2692,023-0001,2685-000,Boulingrin,Pierrefonds-Roxboro,Loisirs et détente
Feature,Point,-73.8069468779,45.5127234874,2693,004-0195,2667-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.536440317,45.6086575094,2694,012-0037,0109-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.6229310947,45.6270511328,2695,067-0013, ,Scène,Montréal-Nord,Loisirs et détente
Feature,Point,-73.6451233216,45.5769739622,2696,077-0001,0025-000,Soccer à 9,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.6014544169,45.5215420383,2697,003-0059,0910-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
Feature,Point,-73.5752569264,45.6356059649,2698,093-0001,0971-000,Agilité canine,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.5439255761,45.5612201039,2699,053-0088,0088-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
Feature,Point,-73.6485703348,45.5799344631,2700,004-0069,0455-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.8720561276,45.4997982717,2701,076-0060,2350-000,Soccer à 7,L'Île-Bizard-Sainte-Geneviève,Sportif
Feature,Point,-73.8551416198,45.4757774544,2702,081-0036,2651-000,Tennis,Pierrefonds-Roxboro,Sportif
Feature,Point,-73.6013123134,45.5656414086,2703,005-0010,0945-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.5609523724,45.4674870248,2704,034-0006,2893-000,Football,Verdun,Sportif
Feature,Point,-73.5918229049,45.5531776456,2705,065-0002,0202-000,Patinoire 4 saisons,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.6806899169,45.4469257275,2706,050-0024,2394-000,Pataugeoire,Lachine,Récréatif
Feature,Point,-73.8733889895,45.4931978988,2707,003-0250, ,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.651077494,45.4662834522,2708,073-0055-76-S2,0156-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.6232771255,45.4711004379,2709,073-0056-76-S1, ,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.6755196082,45.5291444051,2710,095-0003,2815-000,Pétanque,Saint-Laurent,Loisirs et détente
Feature,Point,-73.6588592547,45.573500891,2711,003-0082,0022-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.5570262671,45.5816170407,2712,075-0066,0495-000,Soccer à 4-5,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.5178639297,45.6903386655,2713,073-0079, ,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.610260524,45.5778706331,2714,004-0145,0937-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.5803617576,45.5135622896,2715,089-0007,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.4913192984,45.6463362523,2716,073-0083,1648-286,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.8529995549,45.4995381549,2717,003-0214,2662-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.623925776,45.6149833976,2718,021-0042,2564-000,Bocce,Montréal-Nord,Loisirs et détente
Feature,Point,-73.6337109952,45.4562045376,2719,076-0071, ,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.8885053503,45.4951847664,2720,071-0043,9502-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
Feature,Point,-73.6421655603,45.559667354,2721,016-0017,0426-000,Balle,Ahuntsic-Cartierville,Sportif
Feature,Point,-73.5918594133,45.5534438199,2722,050-0025,0202-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.6431697363,45.4953437355,2723,004-0242,0151-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.5249799839,45.6060362704,2724,032-0015,0110-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.6426719783,45.5701800094,2725,032-0003,0024-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
Feature,Point,-73.6311539221,45.5418414311,2726,005-0009,1102-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.6043621096,45.5780215389,2727,012-0056,2857-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
Feature,Point,-73.5959891977,45.44975062,2728,003-0361,0343-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.6480492936,45.547255701,2729,052-0027,0411-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.6322885111,45.5517601927,2730,089-0014,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.4944784153,45.6851697497,2731,074-0025-76-S2,1083-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.5606476913,45.484381842,2732,003-0371,0363-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.9006846348,45.5173421901,2733,063-0008,9502-000,Quai,L'Île-Bizard-Sainte-Geneviève,Plein air
Feature,Point,-73.6916045804,45.5184926078,2734,003-0016,2807-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.890171492,45.4494914974,2735,004-0199,2704-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.6495792232,45.4461905022,2736,042-0031,2397-000,Jeux d'eau,Lachine,Récréatif
Feature,Point,-73.6201855828,45.5270849174,2737,003-0142,1090-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.6063541578,45.5896770712,2738,005-0038,2858-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
Feature,Point,-73.6245001549,45.5012851337,2739,076-0065,1860-013,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.7411464112,45.5152705208,2740,071-0013,9542-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
Feature,Point,-73.8751948994,45.4608023625,2741,071-0063,2701-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.5904200631,45.5389280644,2742,053-0027,0126-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.6772954112,45.534977569,2743,003-0107,0010-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
Feature,Point,-73.5730740323,45.5184388889,2744,049-0003, ,Pastille - Basketball,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.5352530177,45.6082912837,2745,071-0061,0109-000,Sentier pédestre,Mercier-Hochelaga-Maisonneuve,Plein air
Feature,Point,-73.6331117125,45.5417748678,2746,005-0005,1087-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.4936178194,45.6691667188,2747,016-0120,0704-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.5230404918,45.5003841175,2748,089-0035,0391-000,Volleyball de plage,Ville-Marie,Récréatif
Feature,Point,-73.6249681129,45.5353661644,2749,031-0007,0401-000,Étang / lac,Villeray-Saint-Michel-Parc-Extension,Plein air
Feature,Point,-73.6426026154,45.4197458799,2750,042-0088,2442-000,Jeux d'eau,LaSalle,Récréatif
Feature,Point,-73.5744388239,45.5399766784,2751,049-0004,0047-000,Pastille - Basketball,Le Plateau-Mont-Royal,Récréatif
Feature,Point,-73.6025032293,45.5510682271,2752,095-0038,0198-000,Pétanque,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
Feature,Point,-73.6859571398,45.5006338902,2753,003-0012,2803-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.8713983059,45.4810810842,2754,009-0026,2368-000,Aire de pique-nique,L'Île-Bizard-Sainte-Geneviève,Plein air
Feature,Point,-73.5531562856,45.5773985407,2755,095-0083,0094-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
Feature,Point,-73.5918612169,45.4338066613,2756,075-0056,2475-003,Soccer à 4-5,LaSalle,Sportif
Feature,Point,-73.8528715348,45.499404849,2757,004-0189,2662-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.6122635385,45.5315132868,2758,067-0004,0292-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
Feature,Point,-73.6103950287,45.5779482621,2759,003-0164,0937-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
Feature,Point,-73.6088969426,45.4688098415,2760,042-0063,0166-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.7146052275,45.4446225482,2761,004-0095,2430-007,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
Feature,Point,-73.5908963674,45.6445004607,2762,004-0333,0970-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
Feature,Point,-73.5679340149,45.53759945,2763,076-0009,0046-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
Feature,Point,-73.6891884921,45.5027200639,2764,072-0003,2797-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
Feature,Point,-73.5299527979,45.5515558364,2765,073-0091,0076-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.6459010356,45.4623156833,2766,016-0091,0157-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
Feature,Point,-73.4894502833,45.6398395295,2767,072-0025,1140-000,Anneau / Rond de glace,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
Feature,Point,-73.679893604,45.5348668771,2768,071-0018,0010-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
Feature,Point,-73.6906501496,45.5172961189,2769,076-0005,2807-000,Soccer à 7,Saint-Laurent,Sportif
Feature,Point,-73.6981503735,45.5055804815,2770,003-0010,2801-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
Feature,Point,-73.5769405289,45.522445503,2771,003-0043,0594-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
Feature,Point,-73.6000690166,45.562468173,2772,050-0037,0946-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.6153156977,45.6100731252,2773,051-0004,2556-000,Patinoire réfrigérée / Basketball,Montréal-Nord,Récréatif
Feature,Point,-73.6262518055,45.5342215536,2774,055-0023,0401-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
Feature,Point,-73.9186360392,45.462628168,2775,064-0006,9503-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
Feature,Point,-73.6327805695,45.4672551731,2776,042-0060,0159-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.687593016,45.5270539665,2777,058-0002,2818-000,Piste d'athlétisme (400m) et équipements,Saint-Laurent,Sportif
Feature,Point,-73.612917857,45.54326349,2778,016-0068,0402-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.5553319328,45.6104675469,2779,042-0134,2011-000,Jeux d'eau,Anjou,Récréatif
Feature,Point,-73.9039145682,45.5156116069,2780,037-0008,9502-000,Grève / Plage,L'Île-Bizard-Sainte-Geneviève,Plein air
Feature,Point,-73.5646418364,45.5126114242,2781,004-0460,0043-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
Feature,Point,-73.5708356082,45.4467873033,2782,005-0026,2948-000,Aire de jeu combiné,Verdun,Aire de jeu - enfant
Feature,Point,-73.5239867092,45.5996041411,2783,003-0474,0106-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
Feature,Point,-73.4956931096,45.6855556513,2784,018-0112,1083-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.5977130192,45.4451484364,2785,003-0351,0341-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
Feature,Point,-73.6321892696,45.5517988008,2786,089-0015,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.5603915692,45.4682100352,2787,016-0096,2893-000,Balle,Verdun,Sportif
Feature,Point,-73.5976128619,45.6372835828,2788,073-0081,0964-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
Feature,Point,-73.8787666304,45.4686592671,2789,004-0203,2676-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.6903634664,45.4966555602,2790,009-0010,2790-000,Aire de pique-nique,Saint-Laurent,Plein air
Feature,Point,-73.600110747,45.4449582118,2791,033-0002,0341-000,Ferme,Le Sud-Ouest,Loisirs et détente
Feature,Point,-73.5047263278,45.6639785634,2792,055-0058,0697-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
Feature,Point,-73.6300592383,45.5355329336,2793,016-0065,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.6362123784,45.5292847664,2794,076-0036,0885-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
Feature,Point,-73.5211474384,45.581245171,2795,076-0129,0102-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.6495723988,45.4661647938,2796,003-0276,0156-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
Feature,Point,-73.7155925338,45.4376966647,2797,064-0004,2405-000,Rampe de mise à l'eau / descente de bateaux,Lachine,Plein air
Feature,Point,-73.8669664204,45.4811659686,2798,005-0024,2357-000,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
Feature,Point,-73.5370674081,45.5982561859,2799,059-0003, ,Piste d'athlétisme (440m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
Feature,Point,-73.8557149915,45.4755941557,2800,052-0062,2651-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
Feature,Point,-73.5895265296,45.5322812823,2801,013-0008,0236-000,Aire d'exercice canin,Le Plateau-Mont-Royal,Loisirs et détente
Feature,Point,-73.6367589019,45.4332894779,2802,042-0096,2459-000,Jeux d'eau,LaSalle,Récréatif
Feature,Point,-73.614469677,45.5923882395,2803,003-0497,2869-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
Feature,Point,-73.615228694,45.6097262553,2804,072-0028,2556-000,Anneau / Rond de glace,Montréal-Nord,Loisirs et détente
Feature,Point,-73.7815547258,45.5056987052,2805,004-0210,2700-005,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
Feature,Point,-73.6221413142,45.4322768203,2806,018-0098,2466-000,Basketball,LaSalle,Récréatif
Feature,Point,-73.5795170363,45.5594372785,2807,010-0008,0206-000,Aire de planche à roulette,Rosemont-La Petite-Patrie,Récréatif
Feature,Point,-73.6542056284,45.5713766757,2808,028-0002,0023-000,Croquet,Ahuntsic-Cartierville,Récréatif
Feature,Point,-73.5230596187,45.6901705289,2809,069-0009,9562-000,Sentier de raquette,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
Feature,Point,-73.5817267475,45.441136326,2810,027-0003,1820-001,Cricket,Verdun,Sportif
Feature,Point,-73.6339623725,45.4664912533,2811,010-0016,0159-000,Aire de planche à roulette,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
Feature,Point,-73.7318798856,45.5063030658,2812,071-0002,2800-000,Sentier pédestre,Saint-Laurent,Plein air
